gene_combination,sens.score,rank
RPA3_mis;SMC3,-1.688530691,629
MEAF6;POLA1,-1.688036881,630
SUPT16H;VPS72_mis,-1.687732058,631
ERCC3_mis;FAM35A,-1.686594625,632
PPP4C;SMC3,-1.68639553,633
UBE2B;WDR70_mis,-1.686112495,634
CDK7_mis;NPLOC4,-1.685090963,635
SHFM1_mis;SMC1A_mis,-1.684090791,636
GTF2H1;ING3,-1.682506073,637
POLH;XAB2_mis,-1.682004486,638
GINS4_mis;USP3,-1.681709363,639
CDK7_mis;WHSC1,-1.681655415,640
CHEK2;MEAF6,-1.681520361,641
INO80B_mis;RAD51C,-1.680407889,642
DDX11;POLD3_mis,-1.679651091,643
ATRX_mis;POLR1B_mis,-1.679410767,644
LIG1;SUPT16H,-1.678780134,645
INO80B_mis;WDHD1_mis,-1.677996674,646
ESCO2;NPLOC4,-1.677679387,647
RPAIN;UHRF1,-1.676327267,648
CDK2;PPP4C,-1.675920991,649
PRKDC;VCP_mis,-1.675442923,650
INO80_mis;UVRAG,-1.675315024,651
DTL;NPLOC4,-1.673706686,652
POLA1;XRCC6_mis,-1.673108236,653
RPS3_mis;WDR70_mis,-1.672615094,654
GINS4_mis;INO80E,-1.671810303,655
GINS4_mis;RPAIN,-1.671163389,656
BRCA2;DDX1,-1.671002454,657
COPS5;WDR48,-1.670529039,658
APEX2;POLR2L,-1.669957012,659
GTF2H5;VPS72_mis,-1.669514514,660
FIGN;GINS4_mis,-1.669278452,661
CDK2;MCM4,-1.669207306,662
DDB1_mis;RPA3_mis,-1.668717568,663
COPS4;VPS72_mis,-1.668609274,664
MCM5;WDHD1_mis,-1.667767346,665
COPS2;COPS8,-1.66722113,666
FAM175A;GTF2H1,-1.667197175,667
GINS4_mis;MDC1,-1.667166473,668
RAD50;RPA3_mis,-1.667155337,669
ACTL6A_mis;SHFM1_mis,-1.667147888,670
ERCC3_mis;GTF2H5,-1.666629094,671
GTF2H4_mis;TICRR_mis,-1.666255979,672
NPLOC4;RAD9A_mis,-1.666253373,673
PRPF19_mis;RFC3_mis,-1.664676619,674
FAM175A;NDNL2,-1.663172115,675
HINFP_mis;UBE2T,-1.662857604,676
ACTR8_mis;TOPBP1_mis,-1.662797843,677
PRPF19_mis;TRRAP,-1.662603438,678
BRCA1_mis;RPA3_mis,-1.66256466,679
TDP2;WDR70_mis,-1.662325391,680
RAD51;RNF8,-1.662265875,681
ATRX_mis;MRGBP,-1.661868401,682
CLSPN;SSRP1_mis,-1.661078978,683
NPLOC4;WDR70_mis,-1.661040037,684
CHEK1_mis;COPS8,-1.66080488,685
UVSSA;VCP_mis,-1.66051496,686
GLTSCR2_mis;MRE11A,-1.660456431,687
CCNH_mis;GTF2H1,-1.660452327,688
INO80B_mis;NFRKB,-1.660432442,689
CEBPG;HUS1_mis,-1.660346611,690
CHEK1_mis;SUMO1,-1.660323681,691
MCM7;OTUB1,-1.659947462,692
POLN;PPP4C,-1.659857131,693
POLR2F;RAD51,-1.659847353,694
IGHMBP2;WDR70_mis,-1.659408903,695
BRCA1_mis;MRE11A,-1.659061872,696
FANCD2;LIG3,-1.658686632,697
ERCC3_mis;RIF1,-1.657861605,698
MCM7;PPP4C,-1.657313785,699
ACTR5;APEX2,-1.656677912,700
ACTR8_mis;FZR1,-1.655911291,701
APEX2;HUWE1,-1.655223863,702
PPP4R2;RPS3_mis,-1.655123972,703
ATRIP_mis;CHEK2,-1.65499155,704
MCM7;TAOK3,-1.654669087,705
KAT5;NSMCE1_mis,-1.654327442,706
COPS5;RFC2_mis,-1.654157714,707
COPS5;POLR2L,-1.654028293,708
GTF2H5;PIAS4,-1.653949803,709
NUDT16L1;RFC3_mis,-1.653732976,710
COPS5;TRRAP,-1.653516572,711
ING3;TOPBP1_mis,-1.653415821,712
FANCC;GTF2H1,-1.653410871,713
SWI5;VCP_mis,-1.653340391,714
ALKBH1;DDB1_mis,-1.651673172,715
ASCC3;WDR70_mis,-1.651355889,716
MCM3_mis;WDHD1_mis,-1.65114186,717
CCNH_mis;FAN1,-1.650860725,718
FIGNL2;HUS1_mis,-1.650843685,719
GINS4_mis;TRIM25,-1.650613321,720
PPP4C;VCP_mis,-1.650611799,721
POLN;RAD9B,-1.650487286,722
GINS4_mis;TDP2,-1.650349065,723
CDC7;FAM168A,-1.650273516,724
HUS1_mis;PCNA,-1.650078338,725
GINS4_mis;TRIP13,-1.649969342,726
CEBPG;NFRKB,-1.649257383,727
CEBPG;TRRAP,-1.648545593,728
CCNH_mis;EME1,-1.647452425,729
SLX4;TOP3A,-1.64731371,730
ACTR2_mis;HUS1_mis,-1.647143248,731
CHEK1_mis;RAD51,-1.646395048,732
CHAF1A;FANCD2,-1.646297274,733
MNAT1;VPS72_mis,-1.646187725,734
GINS4_mis;RHNO1,-1.646084326,735
POLR2L;UFD1L,-1.646077204,736
CDK2;SHFM1_mis,-1.646057209,737
CHEK2;NFRKB,-1.645790735,738
CCNH_mis;ESCO2,-1.644965132,739
MEAF6;NFRKB,-1.644460914,740
CHEK1_mis;COPS2,-1.644393493,741
GTF2H1;RIF1,-1.644068168,742
ATR;RFC2_mis,-1.643941849,743
RFC5_mis;TICRR_mis,-1.643854012,744
CDK7_mis;USP10,-1.643820399,745
TRRAP;UVSSA,-1.643796883,746
ESCO2;RAD51C,-1.643578635,747
ATR;MEAF6,-1.642815579,748
POLR2D_mis;VPS72_mis,-1.642730413,749
CDC7;PRPF19_mis,-1.642239198,750
TREX2;VPS72_mis,-1.64106419,751
CLSPN;RFC3_mis,-1.641023049,752
HINFP_mis;PARP2,-1.640886787,753
BRCA2;CHEK2,-1.640190274,754
C11orf30;INO80E,-1.639752182,755
AQR_mis;ATRX_mis,-1.639227923,756
FZR1;XRCC1,-1.638751765,757
BARD1;EME1,-1.638721277,758
CDK7_mis;PIAS4,-1.637923552,759
NPLOC4;SPATA22,-1.637735031,760
ATRIP_mis;RFC2_mis,-1.637680702,761
BARD1;FANCC,-1.637380571,762
CHAF1B_mis;PSMD14_mis,-1.637376548,763
BRCA1_mis;POLQ,-1.637165799,764
BRCA2;MEAF6,-1.63715601,765
FZR1;MUTYH,-1.63690278,766
MCM5;SSRP1_mis,-1.634677331,767
BLM;STRA13,-1.634592247,768
RAD51;TRRAP,-1.63427977,769
RAD51;RFC3_mis,-1.633634105,770
ACTR5;SUMO1,-1.633620518,771
RAD9B;RFC3_mis,-1.633612408,772
MNAT1;RAD9A_mis,-1.63301269,773
ATR;TDP2,-1.632188954,774
BLM;CINP,-1.631660276,775
BRD8;DNA2_mis,-1.630771918,776
MMS22L;RECQL5,-1.630353746,777
CDK7_mis;LIG1,-1.630330832,778
POLD2_mis;TICRR_mis,-1.630045033,779
NDNL2;PIAS4,-1.629984683,780
GTF2H3;RAD9A_mis,-1.629664003,781
NPM1;POLA1,-1.629431926,782
POLD2_mis;VPS72_mis,-1.627988475,783
SUPT16H;UVSSA,-1.627921837,784
KAT5;RPS3_mis,-1.627877578,785
CHEK1_mis;PPP4C,-1.626663042,786
RIF1;UBE2B,-1.625890528,787
COPS2;HUS1_mis,-1.624604441,788
RAD51C;RFC3_mis,-1.623620012,789
FZR1;SMG1,-1.623519329,790
NPLOC4;RAD9B,-1.62297136,791
CHEK1_mis;RFC5_mis,-1.62265048,792
ATRX_mis;CDK9,-1.622261111,793
COPS8;POLR2L,-1.622067857,794
ATRX_mis;MEAF6,-1.621840236,795
CCNH_mis;SMC3,-1.621800302,796
GINS4_mis;RNASEH2A,-1.62164829,797
GTF2H5;SMG1,-1.621468352,798
DDX1;PRPF19_mis,-1.620875366,799
ATRIP_mis;DTX3L,-1.620747829,800
WDR33_mis;WDR70_mis,-1.620738988,801
ACTR2_mis;RFC1,-1.620716075,802
SHFM1_mis;WDHD1_mis,-1.619685779,803
SHFM1_mis;YEATS4,-1.619541241,804
LIG3;UVSSA,-1.619398416,805
PCNA;RFC1,-1.618713415,806
BLM;GINS4_mis,-1.618502918,807
DMAP1_mis;DNA2_mis,-1.617744481,808
CCNH_mis;GPS1,-1.616795278,809
OTUB1;UBE2D3,-1.616735981,810
RBX1_mis;UVRAG,-1.616266195,811
CHEK2;UBE2D3,-1.616245198,812
GINS4_mis;KDM1A,-1.616114119,813
ACTR5;NFRKB,-1.615952637,814
MEAF6;RFC1,-1.61578552,815
SUMO1;UPF1,-1.615782457,816
CHAF1B_mis;COPS8,-1.615773391,817
MEN1;UBE2V2,-1.614636019,818
CEBPG;FZR1,-1.614213377,819
GTF2H1;PRPF19_mis,-1.614005433,820
GTF2H1;INO80B_mis,-1.613427399,821
RAD51D;VPS72_mis,-1.613253906,822
HINFP_mis;PML,-1.613030191,823
POLR2F;RFC2_mis,-1.612872386,824
BRCA1_mis;MMS22L,-1.611598826,825
ACTR8_mis;RIF1,-1.611384651,826
ATRX_mis;SWSAP1,-1.610482107,827
RUVBL1_mis;SMC3,-1.610213421,828
CHEK1_mis;SHFM1_mis,-1.610086052,829
ACTL6A_mis;CDC45,-1.609651091,830
BRCA1_mis;RBM17_mis,-1.609523492,831
COPS7A;DDB1_mis,-1.609327727,832
HUS1_mis;RBX1_mis,-1.608080834,833
UVRAG;VPS72_mis,-1.607792973,834
DNA2_mis;FOXM1,-1.607643097,835
MEAF6;WDR33_mis,-1.607120156,836
ALKBH1;WDR70_mis,-1.606865449,837
BRCA1_mis;CHAF1B_mis,-1.606704293,838
TOP3A;VCP_mis,-1.606478578,839
GTF2H4_mis;RPAIN,-1.606355716,840
FANCF;RPAIN,-1.606353896,841
GEN1;SMC6,-1.60632592,842
SMC6;XRCC6_mis,-1.606296749,843
NPLOC4;TRRAP,-1.60626609,844
DHX9;ING3,-1.606060344,845
ATR;INO80B_mis,-1.606038112,846
HINFP_mis;POLR2D_mis,-1.605883425,847
C19orf40;TOP3A,-1.605268589,848
GTF2H1;HUS1_mis,-1.604959793,849
FANCF;SMARCAL1,-1.604764978,850
POLR2A_mis;UHRF1,-1.604603884,851
CCNH_mis;RAD9B,-1.603154758,852
CLSPN;UVRAG,-1.602873307,853
CHEK1_mis;VPS72_mis,-1.602490251,854
CHAF1B_mis;POLD2_mis,-1.602331952,855
MBD4;SHFM1_mis,-1.602046972,856
HUS1_mis;NFRKB,-1.60174963,857
SHFM1_mis;SHPRH,-1.601735449,858
TICRR_mis;WDHD1_mis,-1.600332492,859
DTL;RBX1_mis,-1.600052438,860
NDNL2;SUMO1,-1.599722168,861
PIAS4;TIMELESS_mis,-1.598831297,862
DDX1;UBE2B,-1.598651882,863
RUVBL1_mis;UBE2V2,-1.598199176,864
MTA1;TRRAP,-1.598115329,865
CDK7_mis;REV3L,-1.597772767,866
CEBPG;RNF8,-1.597095077,867
DMAP1_mis;TICRR_mis,-1.59689542,868
MCM7;RFC2_mis,-1.596549956,869
HUS1_mis;UHRF1,-1.596313917,870
ATRIP_mis;POLR2F,-1.596155569,871
BRCA1_mis;COPS7A,-1.595356144,872
RAD1;RAD51C,-1.594264838,873
CHEK1_mis;TRIM25,-1.593568146,874
GTF2H4_mis;RPA3_mis,-1.593246559,875
MEN1;RUVBL1_mis,-1.593117749,876
POLD3_mis;WDHD1_mis,-1.592886512,877
MEAF6;POLR2F,-1.591761353,878
FANCA;RFC3_mis,-1.591598239,879
ATR;COPS8,-1.591572226,880
INO80_mis;SMC3,-1.590871762,881
GTF2H4_mis;POLR2A_mis,-1.590594851,882
ACTR2_mis;RAD9A_mis,-1.59052179,883
DNA2_mis;TRRAP,-1.590388525,884
ERCC3_mis;POLR2L,-1.590111263,885
ALKBH2;POLR2D_mis,-1.589945323,886
C11orf30;PPP4C,-1.589923326,887
HINFP_mis;MTA1,-1.589842663,888
HINFP_mis;RECQL4_mis,-1.589481013,889
RNF8;TRIP13,-1.589394158,890
FZR1;TFPT,-1.589276157,891
ATR;MNAT1,-1.588017755,892
FZR1;TMEM161A,-1.587900985,893
CEBPG;SUPT16H,-1.587688996,894
ATR;RPA3_mis,-1.586592856,895
TERF2;UVSSA,-1.586455363,896
ERCC4;HINFP_mis,-1.58552837,897
RAD1;RBX1_mis,-1.584880079,898
DMAP1_mis;ING3,-1.584739247,899
CCNH_mis;MTA1,-1.583964446,900
BRCA2;FEN1,-1.583819928,901
ESCO2;TRRAP,-1.583582742,902
ACTL6A_mis;DNA2_mis,-1.583544478,903
RAD9A_mis;RFC2_mis,-1.583397314,904
SFPQ;VPS72_mis,-1.582905259,905
ERCC1;RBX1_mis,-1.582584163,906
INO80B_mis;RPS3_mis,-1.582376239,907
DOT1L;MUM1,-1.582170643,908
INO80B_mis;RFC3_mis,-1.581782214,909
C7orf49;WDHD1_mis,-1.581323171,910
POLA1;RNF8,-1.580821469,911
NPLOC4;UHRF1,-1.579120031,912
COPS2;WDR33_mis,-1.57903383,913
SHFM1_mis;VPS72_mis,-1.57877352,914
ASCC1;FZR1,-1.578705792,915
POLA1;POLR2B_mis,-1.57826424,916
CDK9;VCP_mis,-1.57824965,917
APEX2;EPC2,-1.578003462,918
CCNH_mis;CLSPN,-1.577749576,919
GINS4_mis;OGG1,-1.576715961,920
DTL;SMC3,-1.576407137,921
FAM35A;TRRAP,-1.576158089,922
GINS4_mis;RAD50,-1.575250263,923
POLA1;RIF1,-1.574865953,924
NFRKB;POLN,-1.574734161,925
POLA1;RAD51,-1.574579719,926
POLR1A;TOPBP1_mis,-1.574087387,927
POLH;RUVBL1_mis,-1.573632519,928
POLG2;RFC2_mis,-1.573559311,929
MNAT1;XAB2_mis,-1.573456233,930
ATRIP_mis;GINS4_mis,-1.57319462,931
DDB1_mis;FIGNL1,-1.573057818,932
HINFP_mis;RAD50,-1.573002923,933
PIAS4;TRRAP,-1.572472716,934
SHFM1_mis;SPIRE1,-1.572471792,935
HUS1_mis;UBE2T,-1.572461081,936
MCM4;NFRKB,-1.572309018,937
BRCA1_mis;TICRR_mis,-1.572226944,938
FZR1;KIF22,-1.571751579,939
RIF1;SMC3,-1.571657603,940
TFPT;UVSSA,-1.571563291,941
BARD1;CHAF1B_mis,-1.571511235,942
MEN1;MNAT1,-1.571334231,943
COPS5;HINFP_mis,-1.571308171,944
CINP;XRCC3,-1.571100023,945
ACTR2_mis;MEN1,-1.571086429,946
ATRX_mis;ERCC1,-1.570812461,947
APEX2;VPS72_mis,-1.570729996,948
COPS5;UPF1,-1.569991339,949
RNF113A_mis;STUB1,-1.569859714,950
RNF8;WDHD1_mis,-1.569598045,951
EPC1;EPC2,-1.569542869,952
SMUG1;WDR70_mis,-1.569532494,953
ING3;PSMD14_mis,-1.569316487,954
DMAP1_mis;POLG2,-1.56872341,955
CDK7_mis;HSF1,-1.56859176,956
FANCB;XAB2_mis,-1.568326522,957
BRCA1_mis;GTF2H1,-1.568135883,958
CDK7_mis;RCHY1,-1.567458079,959
CHEK1_mis;CHEK2,-1.567266832,960
GTF2H5;PPP4C,-1.567066473,961
ATRIP_mis;NPM1,-1.566437338,962
RAD51C;WDR70_mis,-1.565678909,963
SMC3;VPS72_mis,-1.565661817,964
CHEK1_mis;RFC3_mis,-1.565576004,965
RRM2B;TICRR_mis,-1.564775302,966
ATR;CDK1_mis,-1.564470438,967
CHEK2;FAM35A,-1.564380556,968
PIAS4;SUPT16H,-1.563886649,969
APEX2;UVSSA,-1.563811017,970
PIAS4;TOP3A,-1.563766556,971
DDX11;NPLOC4,-1.562798146,972
BARD1;RPA3_mis,-1.562706514,973
UBE2D3;UBE2V2,-1.561973843,974
PPP4C;RAD9B,-1.561472614,975
ATRX_mis;CDK2,-1.561465381,976
COPS5;VPS72_mis,-1.560471237,977
MEAF6;RFC5_mis,-1.559989342,978
CDK7_mis;NDNL2,-1.559752088,979
FANCD2;GTF2H5,-1.558975111,980
KDM2A;SUPT16H,-1.557965444,981
RAD1;YEATS4,-1.557951141,982
ACTR5;POLR2B_mis,-1.557843906,983
CHAF1B_mis;RAD51D,-1.55742256,984
ATR;MMS22L,-1.556922679,985
ANKRD32;WDR70_mis,-1.55686471,986
POLA1;UVSSA,-1.556133147,987
CCNH_mis;TICRR_mis,-1.555977624,988
RUVBL1_mis;SHFM1_mis,-1.55571515,989
GINS4_mis;RAD1,-1.555112895,990
NDNL2;SMC6,-1.554436609,991
HINFP_mis;POLR2E_mis,-1.554404429,992
UBE2V2;XRCC6_mis,-1.554392283,993
CHRNA4;GINS4_mis,-1.554239586,994
POLR2F;XAB2_mis,-1.554003289,995
EP400;RIF1,-1.553786988,996
ATR;FZR1,-1.552742868,997
ASCC3;DNA2_mis,-1.552710132,998
RNF8;UBC,-1.552492967,999
MCM7;MSH6,-1.552254494,1000
MRGBP;SMC6,-1.552163561,1001
INO80_mis;MCM7,-1.55207399,1002
NFRKB;POLR2L,-1.552037084,1003
GINS4_mis;SMC6,-1.551159457,1004
POLR1B_mis;SMC3,-1.550440553,1005
CHEK2;RAD51C,-1.550128928,1006
RFC1;TRRAP,-1.549973468,1007
COPS8;DTL,-1.549718837,1008
UVRAG;WDR70_mis,-1.549383441,1009
RUVBL1_mis;UVSSA,-1.548415846,1010
FZR1;TRIP12,-1.547747127,1011
DTL;PCNA,-1.547635708,1012
GTF2H4_mis;INO80B_mis,-1.54758505,1013
BRCA2;CDK1_mis,-1.546487176,1014
DHX9;PIAS4,-1.544178799,1015
MMS22L;UBE2D3,-1.544169238,1016
NPM1;NSMCE1_mis,-1.544020001,1017
ERCC2_mis;MCM6_mis,-1.543831345,1018
COPS8;TOPBP1_mis,-1.543170791,1019
CHRNA4;UVSSA,-1.542424382,1020
PIAS4;RMI2,-1.542262671,1021
PPP4C;UFD1L,-1.542197126,1022
ACTR5;MCM5,-1.540558431,1023
ATR;TICRR_mis,-1.540385096,1024
DCLRE1B;NSMCE1_mis,-1.539942885,1025
DDX1;UHRF1,-1.539829127,1026
DDB1_mis;MMS22L,-1.539770395,1027
ADPRHL2;COPS5,-1.539568725,1028
FANCD2;FZR1,-1.539295679,1029
CSNK1E;SHFM1_mis,-1.53837978,1030
GTF2H4_mis;SETD2,-1.538255113,1031
ATRX_mis;BRCA2,-1.537933958,1032
GINS4_mis;MSH5,-1.536904488,1033
SUMO1;TERF2,-1.536833223,1034
RPS3_mis;UVSSA,-1.536825987,1035
NFRKB;XAB2_mis,-1.536822087,1036
FZR1;RBX1_mis,-1.53657968,1037
RAD1;SSRP1_mis,-1.536123003,1038
PSMD14_mis;SMC3,-1.535794202,1039
ERCC1;TOPBP1_mis,-1.535726929,1040
RPS3_mis;UHRF1,-1.535607439,1041
COPS8;NFRKB,-1.535318497,1042
POLR2L;RPS3_mis,-1.534885786,1043
WDR70_mis;XAB2_mis,-1.534653842,1044
MCM3_mis;NPLOC4,-1.534331776,1045
ASCC3;GTF2H4_mis,-1.534201051,1046
FANCC;SSRP1_mis,-1.534119017,1047
BARD1;COPS4,-1.534117256,1048
POLR2D_mis;RAD51,-1.533942398,1049
CHEK1_mis;PCNA,-1.53372696,1050
GTF2H5;TICRR_mis,-1.533250796,1051
FANCI_mis;POLA1,-1.533182734,1052
INO80_mis;POLA1,-1.533087042,1053
POLR2E_mis;SHFM1_mis,-1.533073249,1054
TDP2;UBE2B,-1.53306892,1055
DDX1;SUMO1,-1.533022445,1056
POLR2F;RAD9B,-1.53293147,1057
INO80_mis;INO80E,-1.532779189,1058
NFRKB;RFC1,-1.532677,1059
BARD1;WDR33_mis,-1.532463959,1060
INO80_mis;POLR2B_mis,-1.53241033,1061
CDK1_mis;RAD51C,-1.531963052,1062
CDC45;POLD3_mis,-1.531579461,1063
POLR2E_mis;WDR33_mis,-1.531150677,1064
RAD9A_mis;REV3L,-1.531129244,1065
DDB1_mis;KIAA0101,-1.530917764,1066
SFPQ;VCP_mis,-1.530374447,1067
DMAP1_mis;RBX1_mis,-1.529385939,1068
GTF2H4_mis;SMC6,-1.529259659,1069
GTF2H4_mis;PARP2,-1.529145601,1070
NFRKB;TRRAP,-1.528606086,1071
ATRX_mis;BRE,-1.528562869,1072
PPP4C;SUPT16H,-1.528245536,1073
ATR;RAD51,-1.527943781,1074
NEIL1;TERF2,-1.527934874,1075
ATRX_mis;NPLOC4,-1.527918489,1076
POLG2;TDP2,-1.527865627,1077
CCNH_mis;MAD2L2,-1.527781264,1078
ATR;ATRIP_mis,-1.527346822,1079
POLD3_mis;POLR2A_mis,-1.526485096,1080
PTTG1;RPA3_mis,-1.524898246,1081
ACTR8_mis;ING3,-1.524179941,1082
RAD9B;UHRF1,-1.524022769,1083
RNF8;VCP_mis,-1.523772462,1084
KIF22;MCM7,-1.52338315,1085
LIG3;UBE2B,-1.522992094,1086
RBM17_mis;VCP_mis,-1.522965753,1087
TRIP13;WDHD1_mis,-1.522526948,1088
GINS4_mis;WDR48,-1.522226953,1089
GTF2H3;POLR2D_mis,-1.522111459,1090
FZR1;NDNL2,-1.521837313,1091
MEN1;RFC2_mis,-1.521528903,1092
UBE2T;UFD1L,-1.520773275,1093
C17orf70;WDHD1_mis,-1.520389915,1094
NPLOC4;POLR2A_mis,-1.519631077,1095
MEN1;RFC1,-1.519529822,1096
BRCA2;CINP,-1.519408972,1097
DCLRE1B;MEAF6,-1.518806358,1098
HINFP_mis;MCM5,-1.518746144,1099
KIN;TONSL_mis,-1.518336283,1100
BARD1;POLG2,-1.518318557,1101
FANCC;MCM7,-1.517846205,1102
BRCA1_mis;INO80B_mis,-1.517750307,1103
ACTL6A_mis;FANCC,-1.517383447,1104
RIF1;TFPT,-1.517154545,1105
RFC2_mis;VCP_mis,-1.516982935,1106
CDC7;GINS4_mis,-1.516696795,1107
PPP4C;UVRAG,-1.516422186,1108
ACTR5;CDK7_mis,-1.515929706,1109
RAD51;RAD9A_mis,-1.515837605,1110
HUS1_mis;ZRANB3,-1.515438864,1111
GINS4_mis;RNF8,-1.51473823,1112
ASCC3;UVSSA,-1.514580437,1113
RPS3_mis;RUVBL1_mis,-1.514206535,1114
BARD1;MCM7,-1.514086238,1115
MCM4;TRRAP,-1.51285063,1116
RBBP8;WDR70_mis,-1.512730752,1117
CDK2;MNAT1,-1.512233529,1118
ASCC3;UPF1,-1.511957212,1119
CHAF1A;WDHD1_mis,-1.511805115,1120
DDB1_mis;NBN,-1.511531704,1121
HUS1_mis;PPP4C,-1.511513435,1122
BARD1;RAD1,-1.511386748,1123
PPP4C;SSRP1_mis,-1.51049631,1124
CDK9;HUS1_mis,-1.510428766,1125
CCNH_mis;RMI2,-1.510085393,1126
DOT1L;UHRF1,-1.509768289,1127
RFC3_mis;VPS72_mis,-1.509361026,1128
TOP3A;TOPBP1_mis,-1.509010393,1129
RBX1_mis;SUPT16H,-1.508550643,1130
CINP;MAD2L2,-1.508473918,1131
PCNA;VCP_mis,-1.50833247,1132
FANCD2;MCM7,-1.507627858,1133
MTA1;VPS72_mis,-1.50758573,1134
PRKDC;RAD51,-1.507364757,1135
ASCC3;POLA1,-1.507361662,1136
ACTR8_mis;WDHD1_mis,-1.507356897,1137
COPS2;VPS72_mis,-1.507006845,1138
HINFP_mis;RAD9B,-1.506912131,1139
ABL1;CCNH_mis,-1.506439124,1140
PIAS4;UBE2D3,-1.506412411,1141
CHEK1_mis;RNF113A_mis,-1.5058437,1142
TRRAP;UBE2B,-1.505670186,1143
BOD1L1;TERF2,-1.505612352,1144
CHEK1_mis;ING3,-1.505388922,1145
CDK7_mis;TERF2,-1.505203852,1146
FZR1;NFRKB,-1.505099706,1147
BRCC3;HUS1_mis,-1.505036049,1148
DDX1;PRKDC,-1.505019396,1149
SSRP1_mis;UHRF1,-1.50460837,1150
ATR;POLR2D_mis,-1.504070943,1151
RAD51C;TRRAP,-1.503637108,1152
PCNA;UFD1L,-1.503478719,1153
ATRIP_mis;GTF2H3,-1.503267088,1154
RAD1;RUVBL1_mis,-1.502883219,1155
BARD1;SMC3,-1.502825919,1156
COPS5;PCNA,-1.502725973,1157
CHAF1B_mis;POLN,-1.502669516,1158
FANCG;XAB2_mis,-1.502544131,1159
ACTR5;TRRAP,-1.50215242,1160
UPF1;VPS72_mis,-1.501696506,1161
POLR2F;PTTG1,-1.50146859,1162
CCNH_mis;PIAS4,-1.500705756,1163
MDC1;MMS22L,-1.500333676,1164
RAD1;RPA1_mis,-1.500198995,1165
MUM1;SUMO1,-1.49961416,1166
PARP2;RUVBL1_mis,-1.499030882,1167
DMAP1_mis;RFC3_mis,-1.498922136,1168
BRCA2;DHX9,-1.49865404,1169
FZR1;SPATA22,-1.498586814,1170
ASCC3;RUVBL1_mis,-1.498548005,1171
INO80E;RIF1,-1.498376409,1172
EPC2;SMUG1,-1.497775134,1173
CHEK1_mis;SUPT16H,-1.497457587,1174
BRCA2;UBE2B,-1.496627754,1175
DMAP1_mis;UBE2B,-1.496425423,1176
EPC2;UBE2N,-1.495969409,1177
HUS1_mis;REV1,-1.495635484,1178
FZR1;UBR5,-1.495300457,1179
GTF2H1;INO80E,-1.495228306,1180
HINFP_mis;RBM17_mis,-1.495165001,1181
ING3;RPA1_mis,-1.495129238,1182
BARD1;VPS72_mis,-1.494661309,1183
NPLOC4;RAD51,-1.494556124,1184
SMEK2;WDR70_mis,-1.494519542,1185
RAD9B;RFC5_mis,-1.493948187,1186
MEAF6;MEN1,-1.493538548,1187
MRE11A;VCP_mis,-1.493329763,1188
GTF2H5;SFPQ,-1.493011551,1189
INO80_mis;SSRP1_mis,-1.492755095,1190
DNA2_mis;UHRF1,-1.492526523,1191
CHAF1A;MCM4,-1.492411267,1192
ACTR8_mis;NFRKB,-1.491750968,1193
CEBPG;CHEK2,-1.491187404,1194
MCM7;MUM1,-1.490719871,1195
RAD9A_mis;SMC1A_mis,-1.490473298,1196
MUTYH;TDP2,-1.49031265,1197
RFC5_mis;SMC3,-1.489741516,1198
ACTR8_mis;SFPQ,-1.489509452,1199
TOP3A;UPF1,-1.489502522,1200
FANCF;FZR1,-1.489407636,1201
COPS5;PTTG1,-1.489177152,1202
RFC3_mis;UVRAG,-1.489112648,1203
FAM35A;WDR33_mis,-1.489095953,1204
COPS8;SMC3,-1.489073335,1205
ACTR5;MUM1,-1.488917403,1206
DCLRE1B;ERCC2_mis,-1.488821444,1207
EYA3;TOPBP1_mis,-1.488667632,1208
FZR1;POLR2E_mis,-1.488630463,1209
BRCA2;MDC1,-1.48861147,1210
CHEK1_mis;NFRKB,-1.488510059,1211
FTO;FZR1,-1.487838879,1212
CINP;SFPQ,-1.487470497,1213
CHAF1A;TERF2,-1.487090854,1214
ACTL6A_mis;SUMO1,-1.486993365,1215
BRCA1_mis;CLSPN,-1.486933009,1216
ATRX_mis;UVRAG,-1.486496445,1217
BRCA1_mis;GTF2H5,-1.486456473,1218
POLR2E_mis;SSRP1_mis,-1.486336332,1219
FZR1;UPF1,-1.48630933,1220
BRCA1_mis;POLR2A_mis,-1.485890125,1221
COPS4;RPAIN,-1.485764802,1222
ACTR8_mis;ATRX_mis,-1.485280478,1223
MSH2;POLR2L,-1.485277659,1224
MRGBP;TRIP13,-1.484593024,1225
HUS1_mis;VPS72_mis,-1.484121998,1226
MUTYH;SUPT16H,-1.484031068,1227
RTEL1;WDHD1_mis,-1.483677894,1228
DMAP1_mis;RFC2_mis,-1.483434594,1229
NFRKB;SMC3,-1.483411012,1230
POLR2L;WHSC1,-1.483273296,1231
ERCC6;GTF2H4_mis,-1.483227003,1232
DMAP1_mis;INTS3_mis,-1.483184943,1233
POLA1;POLG2,-1.482901615,1234
ATRX_mis;BARD1,-1.482865236,1235
FANCI_mis;GINS4_mis,-1.482429396,1236
FANCG;VCP_mis,-1.482414316,1237
EEPD1;RFC2_mis,-1.482016657,1238
HINFP_mis;PPP4C,-1.481573175,1239
BRCA1_mis;RBX1_mis,-1.480803914,1240
ATRX_mis;GTF2H3,-1.480704839,1241
CHEK1_mis;FANCA,-1.48067748,1242
ATRX_mis;HUS1_mis,-1.480590879,1243
